iceberg_id,timestamp,lat,lon,area_km2,u_wind,v_wind,u_current,v_current,segment_hours,obs_u,obs_v,dt_hours,phys_u,phys_v,residual_u,residual_v
B22A,2026-05-21,-69.86,178.09000000000003,1423.13,2.24478530883789,7.562413729154146,-0.0330015520314471,0.0851683795828228,312.0,-0.07493945904743103,0.043349398126898274,312.0,-0.02187738039614021,0.05645980031729353,-0.053062078651290825,-0.013110402190395255
B22A,2026-05-29,-69.7,177.26999999999998,1423.13,0.884152889251709,5.310254096984863,-0.0407398856477811,0.0398110374371754,192.0,-0.045951558998301174,0.02551527975897322,192.0,-0.027007274529466368,0.026391522712269057,-0.018944284468834807,-0.0008762429532958374
B22A,2026-06-05,-69.71,176.82,1423.13,-1.3218443734305243,-0.3639248439243862,-0.0255404702121657,-0.0045080546821866,168.0,-0.02880677393987531,-0.001950648678753849,168.0,-0.01693128195290322,-0.0029884784520079004,-0.01187549198697209,0.0010378297732540514
B22A,2026-06-12,-69.97,175.86,1423.13,-5.025199890136719,1.956132071358817,-0.0824438926896878,-0.0134803652098136,168.0,-0.06069838300035104,-0.04843622262260781,168.0,-0.054653684165889026,-0.008936400242417772,-0.0060446988344620145,-0.039499822380190036
B22A,2026-06-18,-69.77,174.59000000000003,1423.13,0.0714696248372395,12.61395263671875,-0.0578917867193619,0.1384288643797238,144.0,-0.0945746983791706,0.04205588911802167,144.0,-0.03837760838232195,0.09176722721874135,-0.056197089996848644,-0.04971133810071968
B22A,2026-06-25,-69.35,174.90999999999997,1423.13,7.0615032741001675,0.9548536028180804,0.0235828423340405,0.0543852259205388,168.0,0.020832536016017086,0.07741519015589192,168.0,0.015633531782759003,0.036053039998236704,0.005199004233258083,0.041362150157655216
B22A,2026-07-10,-69.08,174.71000000000004,1423.13,1.405547841389974,1.4896316528320312,-0.0059407165894905,0.0347819969523698,360.0,-0.006151984733530314,0.023229945844244926,360.0,-0.003938218315614334,0.023057672485805716,-0.0022137664179159794,0.00017227335843920943
B22A,2026-07-17,-69.07,174.44,1423.13,-0.0666765485491071,-0.9370934622628349,-0.0169164034637755,0.0011281943880021,168.0,-0.01780483972645235,0.001805227766093147,168.0,-0.01121421783917756,0.0007479023339142713,-0.00659062188727479,0.0010573254321788756
B22A,2026-07-23,-68.97,173.96000000000004,1423.13,0.5050741831461588,4.835274378458659,-0.0211679167502249,0.0455835720834632,144.0,-0.037096634067409255,0.021372908751122167,144.0,-0.014032629935016777,0.03021824989729349,-0.023064004132392478,-0.008845341146171321
B22A,2026-07-30,-69.01,172.86,1423.13,-5.838781629289899,5.4521299089704245,-0.1128103395125695,0.0476277911262254,168.0,-0.07273298363166927,-0.008029339315530327,168.0,-0.07478420129400166,0.031573403060057674,0.0020512176623323913,-0.039602742375588
