iceberg_id,timestamp,lat,lon,area_km2,u_wind,v_wind,u_current,v_current,segment_hours,length_km,width_km,sensor,obs_u,obs_v,dt_hours,phys_u,phys_v,residual_u,residual_v
C21B,2026-02-14,-64.9721,95.8232,96.0,-2.7010936737060547,1.071624755859375,-0.0782292243093252,-0.0604887951631099,48.0,12.0,8.0,ascat,-0.004591293127131482,0.005096547333804484,48.0,-0.026240757579079323,-0.016521830371156402,0.02164946445194784,0.021618377704960886
C21B,2026-02-18,-64.98,95.84,96.0,0.5845880508422852,2.3239870071411133,-0.0175365850882371,-0.0075581521959975,96.0,12.0,8.0,nic,0.002294969427888924,-0.0025488835107344123,96.0,-0.004463312918757425,0.0005470239486140868,0.006758282346646349,-0.003095907459348499
C21B,2026-02-24,-64.9721,95.8232,96.0,2.647596995035807,2.199093500773112,0.0622586455040921,0.0252484831338127,144.0,12.0,8.0,ascat,-0.0015304310423771607,0.0016988491112681615,144.0,0.021477413739963414,0.010051889189119943,-0.023007844782340574,-0.008353040077851781
C21B,2026-02-26,-64.98,95.84,96.0,-1.820648193359375,0.5711517333984375,-0.0765727292746305,-0.0483710751868784,48.0,12.0,8.0,nic,0.004589938855777848,-0.0050977670214688246,48.0,-0.02470347315070271,-0.013552792054626703,0.029293412006480557,0.008455025033157879
C21B,2026-03-02,-64.9721,95.8232,96.0,-4.628540992736816,4.773499488830566,-0.0760065950453281,-0.0199063664767891,96.0,12.0,8.0,ascat,-0.002295646563565741,0.002548273666902242,96.0,-0.027884997985020997,-0.00016581546397062465,0.025589351421455256,0.0027140891308728666
C21B,2026-03-06,-64.98,95.84,96.0,0.3101491928100586,2.866337776184082,-0.0285970354452729,0.0227120829513296,96.0,12.0,8.0,nic,0.002294969427888924,-0.0025488835107344123,96.0,-0.008045236678498489,0.010101138528860269,0.010340206106387414,-0.012650022039594682
C21B,2026-03-08,-64.9721,95.8232,96.0,-0.4254398345947265,2.8551177978515625,-0.0378824481740593,-0.0053789252415299,48.0,12.0,8.0,ascat,-0.004591293127131482,0.005096547333804484,48.0,-0.011654705227152054,0.0018216080883630699,0.0070634121000205715,0.003274939245441414
C21B,2026-03-12,-64.98,95.84,96.0,-1.0007810592651367,-0.3022603988647461,-0.0744170704856515,-0.0416822093538939,96.0,12.0,8.0,nic,0.002294969427888924,-0.0025488835107344123,96.0,-0.02309153648343014,-0.012625956815460587,0.025386505911319062,0.010077073304726174
C21B,2026-03-14,-64.9819,95.8902,96.0,-3.855447769165039,1.6888065338134766,-0.1289187781512737,-0.0477555925026536,48.0,12.0,8.0,ascat,0.013714199823285778,-0.0012313435305097767,48.0,-0.04253327726001444,-0.012038992111876139,0.05624747708330022,0.010807648581366363
C21B,2026-03-20,-64.98095,95.8651,96.0,-2.1241143544514975,3.4818286895751953,-0.0765896262601018,-0.0277101991232484,144.0,12.0,8.0,nic,-0.0022857812585220304,0.0002038628816965629,144.0,-0.025070296846697093,-0.004002378545568424,0.022784515588175062,0.004206241427264987
C21B,2026-03-26,-64.98,95.84,96.0,-1.542336384455363,2.132205327351888,-0.0449226440396159,-0.0201179262852141,144.0,12.0,8.0,nic,-0.0022858623660760094,0.00020386284289320648,144.0,-0.015058158114629785,-0.003377535701946278,0.012772295748553776,0.0035813985448394847
C21B,2026-03-28,-64.9819,95.8902,96.0,1.7958736419677734,4.273225784301758,0.0022632852196693,0.0032886107510421,48.0,12.0,8.0,ascat,0.013714199823285778,-0.0012313435305097767,48.0,0.0028073924544692193,0.006063090406903081,0.010906807368816558,-0.007294433937412858
C21B,2026-04-03,-64.98,95.84,96.0,-4.625158945719401,3.6157188415527344,-0.1605721389253934,-0.0482402441945547,144.0,12.0,8.0,nic,-0.00457172437255806,0.0004068182825793597,144.0,-0.05276549831707779,-0.00988396669546485,0.04819377394451973,0.010290784978044209
C21B,2026-04-09,-64.98095,95.8651,96.0,-4.54731814066569,3.498065948486328,-0.1519243040432532,-0.0704890160510937,144.0,12.0,8.0,ascat,0.0022857812585229545,-0.0002047702457397782,144.0,-0.05012794120057045,-0.016571251671013806,0.052413722459093405,0.016366481425274026
C21B,2026-04-21,-64.9819,95.8902,96.0,0.7879581451416016,2.589406967163086,-0.0023675208794884,0.0049174041487276,48.0,12.0,8.0,ascat,0.0,0.0,48.0,0.00024288292985366025,0.004534607328023394,-0.00024288292985366025,-0.004534607328023394
