iceberg_id,timestamp,lat,lon,area_km2,u_wind,v_wind,u_current,v_current,segment_hours,length_km,width_km,sensor,obs_u,obs_v,dt_hours,phys_u,phys_v,residual_u,residual_v
D33C,2026-01-05,-65.9383,-58.4002,105.0,-1.3903675079345703,-0.1084012985229492,0.009069554915186,0.0064374598514405,96.0,15.0,7.0,ascat,-0.007928144033484949,-0.00913467398776447,96.0,0.0010109695755868826,0.0017650507890557227,-0.008939113609071831,-0.010899724776820193
D33C,2026-01-07,-65.9383,-58.4002,105.0,-0.7802085876464844,2.0142993927001953,-0.001196198631078,0.0173296350985765,48.0,15.0,7.0,ascat,0.0,0.0,48.0,-0.0012823141357655677,0.007501315538483686,0.0012823141357655677,-0.007501315538483686
D33C,2026-01-09,-65.98955000000001,-58.46145,105.0,0.1709938049316406,-1.665666580200195,0.0153839179547503,0.0057672105031087,48.0,15.0,7.0,ascat,-0.0161005644478644,-0.033079209222876056,48.0,0.004730814087818648,-0.0002890543119506994,-0.020831378535683048,-0.03279015491092536
D33C,2026-01-15,-66.03,-58.36,105.0,0.2265682220458984,-0.5573279062906901,0.0042365324043203,0.0197931022072831,144.0,15.0,7.0,nic,0.008875186043715502,-0.008707953179934438,144.0,0.0015168146742091423,0.005159827874380562,0.007358371369506359,-0.013867781054315
D33C,2026-02-04,-65.9137,-58.3147,105.0,4.043927510579427,-0.5157941182454427,0.0277030187038083,0.0630470323376357,144.0,15.0,7.0,ascat,0.0162845405699083,-0.002970861860515945,144.0,0.012973939694077643,0.017937395269822104,0.0033106008758306583,-0.02090825713033805
D33C,2026-02-06,-65.9564,-58.45,105.0,-1.1600875854492188,-0.9803791046142578,0.0068471615668386,-0.0151879044715315,48.0,15.0,7.0,ascat,-0.035611932617522865,-0.027592367421695907,48.0,0.0006315854809983835,-0.0056382415065575125,-0.03624351809852125,-0.021954125915138394
D33C,2026-02-08,-66.0044,-58.52725,105.0,-3.71356201171875,-3.084127426147461,-0.0093947484856471,-0.0583048609551042,48.0,15.0,7.0,ascat,-0.02029462122120163,-0.030986705222844194,48.0,-0.007192562149186258,-0.020834476893009518,-0.01310205907201537,-0.010152228329834676
D33C,2026-02-10,-65.95904999999999,-58.64565,105.0,-3.5112342834472656,1.975980758666992,-0.0127204240416176,0.0272892694920301,48.0,15.0,7.0,ascat,-0.031160509986447274,0.029234769845750925,48.0,-0.007929931725345153,0.010386379127869707,-0.02323057826110212,0.01884839071788122
D33C,2026-02-12,-65.95165,-58.615849999999995,105.0,1.312368392944336,2.3550472259521484,0.0129920505569316,0.0172674701898358,48.0,15.0,7.0,ascat,0.007845035159323553,0.004773311814285795,48.0,0.005387944731929166,0.007889328702895732,0.0024570904273943867,-0.0031160168886099375
D33C,2026-02-14,-65.94755,-58.53555,105.0,1.053178787231445,-0.765167236328125,0.0371948066167533,-0.0126679360400885,48.0,15.0,7.0,ascat,0.02114285497232433,0.00263217331876754,48.0,0.012200870367114008,-0.0046400898114501675,0.008941984605210323,0.0072722631302177074
D33C,2026-02-18,-66.0042,-58.619,105.0,1.0817804336547852,-1.5737180709838867,0.0135604701936244,0.0045923301950097,96.0,15.0,7.0,ascat,-0.010961808499227467,-0.018285289960675074,96.0,0.005280257819977303,-0.0005251394847995876,-0.01624206631920477,-0.017760150475875487
D33C,2026-02-20,-66.01155,-58.5622,105.0,-2.50467300415039,-1.6540679931640625,0.0158050497993826,-0.0246978881768882,48.0,15.0,7.0,ascat,0.014917950511348473,-0.004749698391425567,48.0,0.0016642859883340623,-0.009239983627835149,0.013253664523014411,0.004490285236409581
D33C,2026-02-22,-66.0189,-58.5054,105.0,-1.4934234619140625,-4.486812591552734,0.0550814308226108,-0.0226510048378258,48.0,15.0,7.0,ascat,0.01491365459805758,-0.004749701395789843,48.0,0.014427691014928926,-0.012015411555071551,0.0004859635831286537,0.007265710159281708
D33C,2026-02-24,-66.0347,-58.6141,105.0,1.894033432006836,-0.5442962646484375,-0.0171057250699959,0.020698809530586,48.0,15.0,7.0,ascat,-0.028523059361300007,-0.01022046129805123,48.0,-0.0027751505145455994,0.005441883133044536,-0.02574790884675441,-0.015662344431095765
D33C,2026-02-26,-66.0566,-58.6443,105.0,-3.062225341796875,-2.9602203369140625,0.0205118966405279,-0.0409153061918914,48.0,15.0,7.0,ascat,-0.007917726282218778,-0.014134010674474201,48.0,0.002384515487768677,-0.01556962353354611,-0.010302241769987454,0.0014356128590719084
D33C,2026-02-28,-65.9956,-58.572,105.0,1.5442371368408203,0.233367919921875,-0.0117232841439545,0.0850697569549083,48.0,15.0,7.0,ascat,0.019000737329126473,0.03935233848541596,48.0,-0.0016083912269524937,0.025311171195222828,0.020609128556078965,0.01404116729019313
D33C,2026-03-02,-65.95015,-58.5112,105.0,-2.0694618225097656,-1.1259193420410156,0.0130902414675802,0.0547486376017332,48.0,15.0,7.0,ascat,0.016006915483332745,0.029320918108937024,48.0,0.0013843612621141604,0.01476797227099733,0.014622554221218585,0.014552945837939694
D33C,2026-03-04,-65.9077,-58.4053,105.0,2.9604263305664062,2.6972217559814453,0.0207653022371232,0.0623286142945289,48.0,15.0,7.0,ascat,0.0279266841531388,0.027369066023166962,48.0,0.009640463201239409,0.021557175301647254,0.01828622095189939,0.005811890721519709
D33C,2026-03-06,-65.8961,-58.4732,105.0,-0.8328456878662109,-0.1145954132080078,0.0052820347482338,0.0379367256537079,48.0,15.0,7.0,ascat,-0.017913878780075568,0.007475667114536116,48.0,0.0005612277561048481,0.011026741764953926,-0.018475106536180418,-0.0035510746504178103
D33C,2026-03-08,-65.8961,-58.4732,105.0,1.3373775482177734,1.5063629150390625,0.0233011217787861,0.0060000848025083,48.0,15.0,7.0,ascat,0.0,0.0,48.0,0.008451346482912602,0.0035617841572973524,-0.008451346482912602,-0.0035617841572973524
