iceberg_id,timestamp,lat,lon,area_km2,u_wind,v_wind,u_current,v_current,segment_hours,length_km,width_km,sensor,obs_u,obs_v,dt_hours,phys_u,phys_v,residual_u,residual_v
B22I,2026-01-03,-70.5649,179.94745,45.0,-2.0646495819091797,-0.4092216491699219,-0.0611959714442491,0.0141894069965928,48.0,9.0,5.0,ascat,0.009943501419337085,0.015039982303580002,48.0,-0.02046960421917845,0.0036874673851461795,0.030413105638515535,0.011352514918433823
B22I,2026-01-05,-70.505,-179.9012,45.0,-1.6465511322021484,3.1329593658447266,-0.0778855928219854,-0.0017537541316414,48.0,9.0,5.0,ascat,0.032635732997666964,0.03863392775369755,48.0,-0.02488220819929498,0.0032196596733007708,0.05751794119696194,0.03541426808039678
B22I,2026-01-07,-70.49775,-179.88265,45.0,3.833316802978515,0.3580493927001953,-0.0002305745147168,0.0418972694315016,48.0,9.0,5.0,ascat,0.004001384681804892,0.004680350965650909,48.0,0.004502978188823902,0.012755763613554927,-0.0005015935070190099,-0.00807541264790402
B22I,2026-01-09,-70.50495000000001,-179.864,45.0,-0.3646507263183594,1.910383224487305,-0.0422108937054872,-0.0308733494020998,48.0,9.0,5.0,ascat,0.0040215291056140785,-0.004649296027289009,48.0,-0.012855923113688347,-0.006806961194113725,0.016877452219302425,0.002157665166824716
B22I,2026-01-11,-70.5194,-179.8639,45.0,-2.200502395629883,3.711597442626953,-0.0679757269099354,-0.0001081254013115,48.0,9.0,5.0,ascat,2.1547808772689793e-05,-0.009329651826824522,48.0,-0.022626627416105327,0.004393872907783102,0.02264817522487802,-0.013723524734607624
B22I,2026-01-13,-69.9484,-178.6333,45.0,2.96773910522461,2.392671585083008,-0.0202585334191098,0.0242708227597177,48.0,9.0,5.0,ascat,0.2726047088024852,0.36589826836691114,48.0,-0.0024226249152275088,0.00999502119545472,0.2750273337177127,0.35590324717145644
B22I,2026-01-15,-70.58,-179.58,45.0,-1.673419952392578,-2.948070526123047,0.0218884436180815,-0.0273452729452401,48.0,9.0,5.0,nic,-0.20337942491820962,-0.40936216847379386,48.0,0.004445587301726044,-0.011561973867452743,-0.20782501221993566,-0.39780019460634114
B22I,2026-01-17,-70.0067,-178.56035,45.0,-0.5395984649658203,-4.827667236328125,0.0335479184286668,0.0115237717982381,48.0,9.0,5.0,ascat,0.22525020055363085,0.3682543658932095,48.0,0.009228505505541103,-0.002365463568637576,0.21602169504808974,0.3706198294618471
B22I,2026-01-23,-70.55,-178.15,45.0,0.6899483998616537,0.9699242909749348,-0.0306843838576848,0.0057917186447108,144.0,9.0,5.0,nic,0.02942955820875925,-0.11702342731122724,144.0,-0.008206595961610042,0.0028608229169240496,0.03763615417036929,-0.11988425022815129
B22I,2026-01-29,-70.31,-178.21,45.0,1.4961039225260415,-1.573486328125,0.0078617901696513,0.0203894663912554,144.0,9.0,5.0,nic,-0.004354036209901637,0.05164943081652082,144.0,0.004097382886125331,0.004123653722602393,-0.00845141909602697,0.04752577709391843
